Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
William Wallace,Nick & Nora glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Blended Scotch whisky', 'Rosso/rouge (sweet) vermouth', 'Pedro Ximénez sherry', 'Orange Bitters by Angostura']","['1 2⁄3 shot', '1⁄3 shot', '1⁄3 shot', '3 dash']",9,6,,153 calories,,28.39,17,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4707/index.html
Egg Nog,Old-fashioned glass,"['Dust', 'with', 'freshly', 'grated', 'nutmeg']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Rémy Martin 1738 Cognac', 'Caribbean blended rum aged 6-10 years', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Milk (whole milk/full 3-4% fat)', 'Egg (white & yolk)']","['5⁄6 shot', '5⁄6 shot', '1⁄3 shot', '5⁄6 shot', '1 fresh']",,,,,18.98,,23,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4708/index.html
Coconut Rum Punch,Collins glass,"['Sprinkle', 'with', 'roasted', 'dehydrated', 'coconut', 'flakes']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['White overproof rum', 'Giffard Coconut Syrup', 'Coconut water', 'Lime juice (freshly squeezed)']","['1 1⁄2 shot', '3⁄4 shot', '3 shot', '5⁄12 shot']",7,6,,,,,5,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4709/index.html
Clear As Rain,Nick & Nora glass,"['Float', 'single', 'coffee', 'bean']",STIR all ingredients with ice and strain into chilled glass.,"['Patrón Silver blanco tequila', 'Mentzendorff Kümmel liqueur', 'Birch water', 'Dutch Cacao white crème de cacao']","['1⁄2 shot', '1⁄2 shot', '2 shot', '1⁄6 shot']",4,5,,,,11.51,,Herbal,https://www.diffordsguide.com/cocktails/recipe/4710/index.html
Crystal Clear,Coupe glass,"['Float', 'single', 'star', 'anise']",STIR all ingredients with ice and strain into chilled glass.,"['Ketel One Vodka', 'Mentzendorff Kümmel liqueur', 'Italicus liqueur', 'Birch water']","['1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '2 shot']",5,5,,,,11.86,1,Herbal,https://www.diffordsguide.com/cocktails/recipe/4711/index.html
Vodka Silver Bullet,Coupe glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Ketel One Vodka', 'Mentzendorff Kümmel liqueur', ""Bob's Grapefruit Bitters""]","['1 1⁄2 shot', '1 shot', '8 drop']",8,7,,,,,,Herbal,https://www.diffordsguide.com/cocktails/recipe/4712/index.html
Walter's Waltz,Old-fashioned glass,"['Lemon', 'zest', 'twist', '(discarded)', '&', 'apricot', 'wedge/dried', 'apricot', 'half']",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with cider and briefly stir.,"['Ginseng aperitif', 'De Kuyper Apricot Brandy liqueur', 'Mentzendorff Kümmel liqueur', 'Lemon juice (freshly squeezed)', 'Dry cider']","['1 1⁄6 shot', '1⁄2 shot', '1⁄6 shot', '1⁄2 shot', '1 2⁄3 shot']",6,7,,,,,,Herbal,https://www.diffordsguide.com/cocktails/recipe/4713/index.html
Martiki,Martini glass,"['Coconut', 'slice', 'on', 'rim']",STIR all ingredients with ice and strain into chilled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'Coconut water', 'Mentzendorff Kümmel liqueur']","['2 shot', '1 shot', '1⁄6 shot']",9,8,,,,,2,Martini-style,https://www.diffordsguide.com/cocktails/recipe/4714/index.html
High Kick,Nick & Nora glass,"['Olive', 'on', 'stick']",STIR all ingredients with ice and strain into chilled glass.,"['Blended Scotch whisky', 'Mentzendorff Kümmel liqueur', 'Dry vermouth']","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot']",10,8,,,,28.18,2,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4715/index.html
Weekly Special,Coupe glass,"['Luxardo', 'Maraschino', 'cherry']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Mentzendorff Kümmel liqueur', 'Luxardo Maraschino liqueur', 'Pink grapefruit juice (freshly squeezed)']","['1 shot', '1⁄2 shot', '1⁄2 shot', '1 shot']",7,5,,,,20.97,9,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4716/index.html
After Hours,Coupe glass,"['Luxardo', 'maraschino', 'cherry']",STIR all ingredients with ice and strain into chilled glass.,"['Rutte Dry Gin', 'Luxardo Maraschino liqueur', 'Mentzendorff Kümmel liqueur', 'Orange Bitters by Angostura', 'Chilled water']","['1 1⁄2 shot', '1⁄3 shot', '1⁄3 shot', '1 dash', '1⁄3 shot']",8,7,,,,,8,Martini-style,https://www.diffordsguide.com/cocktails/recipe/4717/index.html
Journey of Brothers,Collins glass,"['Dehydrated', 'lemon', 'wheel']",STIR first 4 ingredients with ice and strain into ice-filled glass. TOP with tonic water and briefly stir.,"['Blended Scotch whisky', 'Calvados & straight applejacks', 'Fino sherry', 'Celery bitters', 'Thomas Henry Tonic Water']","['1 1⁄3 shot', '2⁄3 shot', '1⁄2 shot', '1 dash', '3 shot']",7,8,,184 calories,,13.49,17,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4718/index.html
Pursuit of Happiness,Double old-fashioned,"['Dried', 'banana', 'chip/banana', 'slice']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a large chunk of block ice).,"['Blended Scotch whisky', 'Giffard Banane du Brésil liqueur', 'Italian red bitter liqueur', 'Saline solution 4:1 (20g sea salt to 80g water) (optional)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '1 dash']",8,6,,,,29.23,12,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/4719/index.html
Garden Sour,Collins glass,"['Rhubarb', 'ribbon', 'around', 'inside', 'of', 'glass']",SHAKE first 5 ingredients with ice and strain into ice-filled glass. TOP with soda water. and briefly stir.,"['Del Maguey Vida Clásico mezcal', 'Giffard Rhubarbe Liqueur', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Celery bitters']","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄2 shot', '2 dash']",5,6,,202 calories,,17.96,11,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/4720/index.html
Apricot Julep,Julep tin,"['Mint', 'sprigs', 'bouquet', '&', 'wedge', 'fresh', 'apricot', 'when', 'in', 'season']","MUDDLE apricot in base of shaker. Add other ingredients, SHAKE with ice and fine strain into cup half filled with crushed ice. CHURN (stir) the drink with the crushed ice using a bar spoon. Top up with more crushed ice and CHURN again. Repeat this process so the drink fills the cup and frost forms on the outside.","['Fresh or tinned apricot', 'Mint leaves', 'Bourbon whiskey', 'Giffard Abricot du Roussillon liqueur']","['1⁄2 fresh', '12 fresh', '1 1⁄2 shot', '2⁄3 shot']",5,5,,,,28.54,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/4721/index.html
Envy Smith,Old-fashioned glass,"['Dehydrated', 'lemon', 'slice', '&', 'rosemary', 'sprig']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Rutte Dry Gin', 'Giffard Menthe Pastille white crème de menthe', 'Giffard Green Apple Syrup', 'Apple juice (apple cider) unsweetened & cloudy', 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '2⁄3 shot', '1⁄2 shot', '1 shot', '1⁄2 shot']",5,5,,221 calories,,15.58,1,,https://www.diffordsguide.com/cocktails/recipe/4722/index.html
Picante de la Casa (Soho House Tonic),Old-fashioned glass,"['Slice', 'chilli', 'pepper', '(warn', 'drinker', 'not', 'to', 'eat)']","MUDDLE chilli and coriander/cilantro in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","['Red jalapeño/fresno chili (10,000 SHU) deseeded & chopped', 'Coriander / cilantro leaves', 'Patrón Reposado tequila', 'Agave syrup', 'Lime juice (freshly squeezed)']","['1 slice', '3 sprig', '2 shot', '2⁄3 shot', '1 shot']",7,6,,,,17.6,30,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/4723/index.html
The Herbalist,Coupe glass,"['Thin', 'celery', 'ribbon']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Celery Dry Gin', 'Celery juice (freshly extracted)', 'Mentzendorff Kümmel liqueur', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 shot', '1 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot']",7,7,,,,,,Herbal,https://www.diffordsguide.com/cocktails/recipe/4724/index.html
Once Upon A Time,Nick & Nora glass,"['Orange', 'zest', 'twist']",THROW all ingredients with ice and strain into chilled glass.,"['Blanche armagnac', 'Lillet Blanc (or other aromatized wine)', 'Gentian liqueur (e.g. Suze, Salers etc)', 'White wine vinegar (Chardonnay)']","['1 shot', '1 shot', '1 shot', '1⁄12 shot']",6,8,,162 calories,,21.86,4,,https://www.diffordsguide.com/cocktails/recipe/4725/index.html
Improved Bronx,Coupe glass,"['Tangerine/mandarin', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Rosso/rouge (sweet) vermouth', 'Dry vermouth', 'Tangerine / Mandarin / Clementine juice (fresh juice)', 'Orange Bitters by Angostura']","['1 1⁄2 shot', '3⁄4 shot', '1⁄2 shot', '1 shot', '1 dash']",6,6,159 calories,,17.92,,17,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4726/index.html
San Francisco (Café Royal),Nick & Nora glass,"['Luxardo', 'maraschino', 'cherry']",STIR all ingredients with ice and fine strain into chilled glass.,"[""Hayman's Sloe Gin"", 'Dry vermouth', 'Rosso/rouge (sweet) vermouth', 'Orange Bitters by Angostura', 'Angostura Aromatic Bitters']","['5⁄6 shot', '5⁄6 shot', '5⁄6 shot', '1 dash', '1 dash']",6,5,117 calories,,15.94,,80,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/4727/index.html
Bad Name,Nick & Nora glass,"['Edible', 'flower', '(preferably', 'Chamomile)']",STIR all ingredients with ice and strain into chilled glass.,"['Straight rye whiskey (100 proof / 50% alc./vol.)', 'Chamomile liqueur', 'Cynar or other carciofo amaro', 'Vermouth di Torino']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",8,4,,,,,2,Spirit-forward,https://www.diffordsguide.com/cocktails/recipe/4728/index.html
Apple Jack (by Sasha Petraske),Coupe glass,['None'],SHAKE all ingredients with ice and fine strain into chilled glass.,"['Applejack brandy bottled-in-bond (50% alc./vol)', 'Apple juice (apple cider) unsweetened & cloudy', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",6,6,131 calories,,21.99,,19,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/4729/index.html
The Absinthe of Normal,Coupe glass,"['Star', 'anise', 'or', 'piece', 'of', 'coconut']",STIR all ingredients with ice and strain into chilled glass.,"['La Fée Parisienne absinthe', 'Coconut rum liqueur (35-40% alc./vol.)', 'Coconut water', ""Bob's Liquorice bitters""]","['1⁄2 shot', '1⁄2 shot', '3 shot', '3 drop']",5,5,107 calories,,11.19,,2,After dinner/digestif,https://www.diffordsguide.com/cocktails/recipe/4730/index.html
Like You,Flute glass,"['Bee', 'pollen']",THROW all ingredients with ice and strain into chilled glass.,"['Bacardi 4 year old gold rum', 'Earl Grey tea (cold)', 'Calvados & straight applejacks', 'Passion fruit syrup', 'Cinnamon powder']","['1 2⁄3 shot', '2 shot', '1 1⁄2 shot', '1 shot', '2 pinch']",,,,,Cocktails & Mixed Drinks,,,,https://www.diffordsguide.com/cocktails/recipe/4731/index.html
Fuego,Coupe glass,"['Lemon', 'zest', 'twist']","STIR all ingredients with ice and strain into chilled glass. Special ingredient #1: Homemade cinnamon and star anise syrup.","['Bacardi 8 year old rum', 'Dry vermouth', 'Malbec red wine', '*Special ingredient #1 (see above)', 'Lemon juice (freshly squeezed)', 'Hot pepper sauce (red)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄6 shot', '1⁄3 shot', '1⁄6 shot', '1 drop']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4732/index.html
The Monarch,Coupe glass,"['Basil', 'sprig']","SHAKE all ingredients with ice and fine strain into chilled glass.Special ingredient #1: Peel of one mandarin orange.","['Bacardi Carta Blanca light rum', 'Bénédictine D.O.M. liqueur', 'Tangerine / Mandarin / Clementine (fresh fruit)', '*Special ingredient #1 (see above)', 'Lime juice (freshly squeezed)', 'Basil leaves']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1 twist', '2⁄3 shot', '8 fresh']",,,,,,,3,,https://www.diffordsguide.com/cocktails/recipe/4733/index.html
Wisdom,Espresso cup,"['Coffee', 'sugar', 'powder']","MUDDLE lightly roasted coffee beans in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Roasted coffee beans', 'Bacardi 8 year old rum', 'Single cream / half-and-half', 'Licor 43 Original liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Egg yolk']","['6 dried', '1 1⁄2 shot', '2⁄3 shot', '2⁄3 shot', '1⁄3 shot', '1 fresh']",,,,,Cocktails & Mixed Drinks,,,,https://www.diffordsguide.com/cocktails/recipe/4734/index.html
Photon,Coupe glass,"['Mint', 'sprig']",STIR all ingredients with ice and strain into chilled glass.,"['Bacardi Carta Blanca light rum', 'Dutch Cacao white crème de cacao', 'Del Maguey Vida Clásico mezcal', 'Lime cordial (sweetened lime juice)']","['1 1⁄2 shot', '1⁄3 shot', '1⁄6 shot', '5⁄6 shot']",,,,,Cocktails & Mixed Drinks,,2,,https://www.diffordsguide.com/cocktails/recipe/4735/index.html
Ocho Maneras,Old-fashioned glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass.,"['Bacardi 8 year old rum', 'Dry vermouth', 'Fiorente Elderflower liqueur', 'Angostura Aromatic Bitters', 'Saline solution 4:1 (20g sea salt to 80g water)']","['1 1⁄3 shot', '1 shot', '1⁄3 shot', '2 dash', '1 dash']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4736/index.html
Cambiar,Coupe glass,"['Lemon', 'zest', 'twist']",THROW all ingredients with ice and strain into chilled glass.,"['Bacardi 8 year old rum', 'Amontillado sherry', 'Verjuice', ""Sugar syrup 'simple' (1 sugar to 1 water, 48°Brix)"", 'Peach bitters']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1 dash']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/4737/index.html
1862 Flip,Coupe glass,['Nutmeg'],"SHAKE all ingredients with ice and fine strain into chilled glass. Special ingredient #1: Pineapple and banana juice.","['Bacardi 8 year old rum', '*Special ingredient #1 (see above)', 'Vanilla sugar syrup', 'Espresso coffee (freshly made & hot)', 'Freshly grated nutmeg', 'Egg yolk']","['1 1⁄2 shot', '3 shot', '1⁄2 shot', '1⁄2 shot', '5 gram', '3⁄4 shot']",,,,,Cocktails & Mixed Drinks,,,,https://www.diffordsguide.com/cocktails/recipe/4738/index.html
The Fire Thief,Coupe glass,"['Orange', 'zest', 'twist']","SHAKE all ingredients with ice and fine strain into chilled glass. Special ingredient #1: Sweet fermented rice wine.","['Bacardi 8 year old rum', '*Special ingredient #1 (see above)', 'Maple syrup', 'Lime juice (freshly squeezed)', 'Orange juice (freshly squeezed)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4739/index.html
Efimero,Coupe glass,"['Orange', 'zest', 'twist']",THROW all ingredients with ice and strain into chilled glass.,"['Bacardi 8 year old rum', 'Rosso/rouge (sweet) vermouth', ""Bob's Chocolate bitters"", 'Cold brew coffee']","['1 2⁄3 shot', '5⁄6 shot', '2 drop', '2 drop']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/4740/index.html
Purple Sunset,Coupe glass,"['Rosemary', 'sprig']","MUDDLE (gently bruise) rosemary in base of shaker. Add next 4 ingredients, SHAKE with ice and fine strain into chilled glass. Carefully POUR remaining lavender syrup and then TOP with prosecco.","['Rosemary sprig', 'Bacardi Carta Blanca light rum', 'Lavender sugar syrup', 'Lime juice (freshly squeezed)', 'Lemon juice (freshly squeezed)', 'Lavender sugar syrup', 'Prosecco sparkling wine']","['1 sprig', '2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄4 shot', '1⁄4 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,3,,https://www.diffordsguide.com/cocktails/recipe/4741/index.html
La Luna,Old-fashioned glass,"['Lemon', 'zest', 'twist']",SPRAY glass with absinthe. STIR rest of ingredients with ice and strain into chilled absinthe coated glass.,"['La Fée Parisienne absinthe', 'Bacardi 8 year old rum', 'Armagnac brandy', 'Pedro Ximénez sherry', 'Bénédictine D.O.M. liqueur', 'Saline solution 4:1 (20g sea salt to 80g water)']","['1⁄24 shot', '1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '2 dash']",,,,,,Cocktails & Mixed Drinks,5,,https://www.diffordsguide.com/cocktails/recipe/4742/index.html
Rubí,Old-fashioned glass,"['Mint', 'sprig']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,"['Bacardi 8 year old rum', 'Bacardi 4 year old gold rum', 'Lemon juice (freshly squeezed)', 'Syrup from Luxardo Maraschino Cherries', 'Saline solution 4:1 (20g sea salt to 80g water)']","['1 shot', '1 shot', '5⁄6 shot', '5⁄6 shot', '3 dash']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/4743/index.html
Lis Avi,Coupe glass,"['Candied', 'fresh', 'cherry']","STIR all ingredients with ice and strain into chilled glass. Special ingredient #1: Homemade red wine and spices syrup.","['Bacardi 4 year old gold rum', 'Fino sherry', 'Orange Bitters by Angostura', '*Special ingredient #1 (see above)']","['1 2⁄3 shot', '2⁄3 shot', '5 dash', '2⁄3 shot']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/4744/index.html
Ascético,Nick & Nora glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Bacardi Carta Blanca light rum', 'Riesling wine', 'Elderflower syrup', 'Balsamic vinegar of Modena']","['1 2⁄3 shot', '1⁄3 shot', '1⁄6 shot', '6 dash']",,,,,,,1,,https://www.diffordsguide.com/cocktails/recipe/4745/index.html
Infinita,Coupe glass,"['Fresh', 'basil', 'and', 'mist', 'of', 'salted', 'absinthe', '(blend', '20g', 'salt,', '80ml', 'water,', '200ml', 'absinthe)']",SHAKE all ingredients with ice and strain into chilled glass.,"['Bacardi Carta Blanca light rum', 'Lime juice (freshly squeezed)', 'Giffard Orgeat Syrup', 'Basil leaves', 'Asti Spumante']","['1 2⁄3 shot', '2⁄3 shot', '2⁄3 shot', '5 fresh', '1 2⁄3 shot']",,,,,Cocktails & Mixed Drinks,,,,https://www.diffordsguide.com/cocktails/recipe/4746/index.html
Fuerza Positiva,Goblet glass,"['2', 'drops', 'of', 'truffle', 'oil']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bacardi 8 year old rum', 'Cynar or other carciofo amaro', 'De Kuyper Apricot Brandy liqueur', 'Lime juice (freshly squeezed)', ""Sugar syrup 'simple' (1 sugar to 1 water, 48°Brix)"", 'Root ginger (thumbnail-sized slice)']","['1 2⁄3 shot', '1⁄2 shot', '1⁄3 shot', '1⁄2 shot', '1⁄3 shot', '1⁄12 shot']",,,,,,,1,,https://www.diffordsguide.com/cocktails/recipe/4747/index.html
